SalePrice,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,TotRmsAbvGrd,Fireplaces,GarageArea,WoodDeckSF,OpenPorchSF,MSZoning,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,Fence,MiscFeature,SaleType,SaleCondition,MSSubClass,OverallQual,OverallCond,House_Age,Remod_Age,Garage_Age,Remod_Age_Avg
102000,67.0,8877,0.0,836,836,1220,0,1220,0,1,0,6,0,396,0,0,RL,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Fa,Fa,No,LwQ,Unf,GasA,TA,Y,FuseF,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,COD,Normal,20,4,5,70,70,70.0,70.0
107000,94.0,7819,0.0,422,1029,1117,0,1117,1,1,0,6,1,672,144,0,RL,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,SLvl,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Av,ALQ,BLQ,GasA,TA,Y,SBrkr,TA,Typ,TA,Detchd,Unf,TA,TA,Y,MnPrv,None,WD,Abnorml,80,6,5,45,45,45.0,45.0
114500,70.0,10150,1.0,456,912,912,0,912,0,1,0,5,0,275,0,0,RL,None,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,FuseA,TA,Typ,None,Attchd,RFn,TA,TA,Y,None,None,COD,Normal,20,5,5,63,63,63.0,63.0
221500,86.0,11210,240.0,20,1614,1614,0,1614,0,2,0,7,0,865,144,59,RL,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,New,Partial,20,7,5,16,15,16.0,15.5
142500,100.0,13350,0.0,762,864,894,0,894,1,1,0,5,1,440,241,0,RL,None,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Hip,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,Unf,TA,TA,Y,MnPrv,None,WD,Normal,20,5,5,47,47,47.0,47.0
144000,60.0,8400,320.0,0,0,2020,0,2020,0,2,0,10,2,630,0,0,RH,None,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Duplex,1Story,Gable,Plywood,Plywood,BrkFace,TA,TA,Slab,None,None,None,None,None,GasA,TA,Y,SBrkr,TA,Typ,TA,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,90,5,5,44,44,44.0,44.0
135000,78.0,10530,90.0,975,975,1004,0,1004,1,1,0,4,0,504,0,0,RL,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Duplex,SFoyer,Gable,Plywood,ImStucc,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,90,6,5,44,44,44.0,44.0
176000,63.0,7875,38.0,0,1237,1253,0,1253,0,2,0,6,1,402,220,21,RL,None,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,Gd,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,20,7,5,26,25,26.0,25.5
175900,65.0,7153,0.0,387,761,810,793,1603,0,2,1,7,0,484,0,124,RL,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,60,6,5,29,29,29.0,29.0
187100,67.0,16285,0.0,0,1413,1430,0,1430,0,2,0,6,0,605,0,33,RL,None,IR2,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,20,7,5,20,19,20.0,19.5
165500,0.0,9101,104.0,1097,1097,1110,0,1110,1,1,0,4,1,602,303,30,RL,None,IR1,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,SFoyer,Gable,Plywood,Plywood,BrkFace,TA,Gd,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,85,5,6,43,43,43.0,43.0
139000,60.0,10800,0.0,686,686,966,686,1652,1,2,0,7,0,416,0,0,RM,None,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,Gd,PConc,Fa,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,Shed,WD,Normal,50,5,6,106,71,60.0,88.5
233000,76.0,10142,0.0,656,956,956,1128,2084,1,2,1,8,0,618,0,45,RL,None,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,BuiltIn,RFn,TA,TA,Y,None,None,WD,Normal,60,7,5,17,17,17.0,17.0
107900,50.0,6000,0.0,0,901,901,0,901,0,1,0,4,0,281,0,0,RM,None,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,Fa,TA,Y,None,None,WD,Normal,20,4,7,67,21,67.0,44.0
187500,0.0,12205,157.0,568,832,976,1111,2087,0,2,1,9,0,444,133,168,RL,None,IR1,Low,Inside,Gtl,ClearCr,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,Fa,Gd,LwQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,None,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,60,6,8,55,14,55.0,34.5
160200,43.0,3182,11.0,16,1145,1145,0,1145,0,2,0,5,1,397,100,16,RL,None,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,120,7,5,16,15,16.0,15.5
146800,0.0,11333,0.0,539,1029,1062,0,1062,1,1,0,5,2,539,120,0,RL,None,IR1,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,SLvl,Gable,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,80,6,5,45,45,45.0,45.0
269790,92.0,9920,0.0,862,1117,1127,886,2013,1,2,1,8,1,455,180,130,RL,None,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,1Fam,2Story,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,60,7,5,25,24,24.0,24.5
225000,76.0,9158,140.0,0,1496,1496,0,1496,0,2,0,7,0,474,168,130,RL,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Fin,TA,TA,Y,None,None,New,Partial,20,8,5,14,14,14.0,14.0
194500,0.0,10832,0.0,0,712,1086,809,1895,0,2,1,7,1,409,143,46,RL,None,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,Shed,WD,Normal,60,7,5,27,25,27.0,26.0
143500,71.0,8197,148.0,0,660,1285,0,1285,0,1,1,7,1,528,138,0,RL,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,MnPrv,None,WD,Normal,20,6,5,44,44,44.0,44.0
110000,57.0,7677,0.0,570,773,773,0,773,0,1,0,4,0,240,0,0,RL,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,WD,Abnorml,20,5,5,68,68,68.0,68.0
200000,79.0,12798,0.0,462,616,616,1072,1688,1,2,1,8,0,603,403,114,RL,None,IR1,HLS,Inside,Mod,ClearCr,Feedr,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,Shed,WD,Normal,60,6,5,24,24,24.0,24.0
109900,40.0,4800,0.0,197,1196,1196,0,1196,1,1,0,5,0,440,0,0,RM,None,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Ex,Y,FuseA,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,30,4,7,105,31,64.0,68.0
189000,63.0,8199,0.0,648,728,728,728,1456,1,2,1,7,1,410,36,18,RL,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,WdShing,Wd Shng,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,60,7,5,16,16,16.0,16.0
118000,75.0,9000,0.0,812,936,1128,0,1128,0,1,0,5,0,286,0,0,RL,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Min1,None,Attchd,Unf,TA,TA,Y,GdWo,None,WD,Family,20,5,5,67,67,67.0,67.0
227680,91.0,12274,256.0,0,1417,1428,0,1428,0,2,0,6,0,554,0,60,RL,None,IR1,Lvl,FR2,Gtl,Somerst,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,None,Attchd,RFn,TA,TA,Y,None,None,New,Partial,20,7,5,13,13,13.0,13.0
135500,75.0,9750,0.0,400,980,980,0,980,0,2,0,6,0,384,68,0,RL,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,Gable,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,Av,ALQ,Rec,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,80,5,5,54,54,54.0,54.0
181000,78.0,10140,99.0,663,1040,1309,0,1309,1,1,1,5,1,484,265,0,RL,None,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,GasA,Fa,Y,SBrkr,Gd,Typ,Fa,Attchd,RFn,TA,TA,Y,GdPrv,None,WD,Normal,20,6,6,47,22,47.0,34.5
144500,0.0,4438,169.0,662,848,848,0,848,1,1,0,4,1,420,140,0,RM,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,ConLD,Normal,120,6,5,17,17,17.0,17.0
55993,66.0,8712,0.0,0,540,1044,0,1044,0,1,0,4,0,504,0,0,C (all),None,Reg,Bnk,Inside,Mod,IDOTRR,Norm,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,None,Fa,TA,CBlock,TA,TA,Av,Unf,Unf,GasA,TA,N,FuseA,Fa,Typ,None,Basment,Unf,TA,TA,N,None,Shed,WD,Alloca,20,5,5,69,69,69.0,69.0
116000,45.0,8248,0.0,0,686,686,564,1250,0,1,1,7,0,280,207,0,RL,Grvl,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,Gable,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasW,Gd,Y,SBrkr,Fa,Typ,None,Detchd,Unf,TA,TA,P,None,None,WD,Normal,50,5,7,103,71,66.0,87.0
224900,48.0,12137,442.0,0,1649,1661,0,1661,0,2,0,6,0,598,0,34,RL,None,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,20,7,5,23,23,23.0,23.0
137000,0.0,11425,0.0,486,1008,1008,0,1008,0,1,0,4,1,275,0,0,RL,None,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,Gable,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,20,5,6,67,67,67.0,67.0
271000,0.0,13265,148.0,1218,1568,1689,0,1689,1,2,0,7,2,857,150,59,RL,None,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,1Story,Hip,CemntBd,CmentBd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,20,8,5,19,19,19.0,19.0
155000,80.0,8816,80.0,504,1010,1052,0,1052,1,1,0,6,0,440,0,0,RL,None,Reg,Lvl,Inside,Gtl,ClearCr,Norm,1Fam,SLvl,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,MnPrv,None,WD,Normal,80,6,7,50,50,50.0,50.0
224000,44.0,6371,128.0,733,1358,1358,0,1358,1,2,0,6,1,484,192,35,RL,None,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,New,Partial,120,7,5,12,11,11.0,11.5
183000,72.0,7226,0.0,0,798,798,842,1640,0,2,1,6,0,595,0,45,RL,None,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,60,7,5,18,18,18.0,18.0
93000,60.0,6000,0.0,0,936,936,0,936,0,1,0,4,0,576,0,32,RM,Pave,Reg,Bnk,Inside,Mod,OldTown,Norm,2fmCon,1Story,Gable,MetalSd,MetalSd,None,Fa,TA,CBlock,Fa,TA,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Min2,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,20,4,4,68,68,47.0,68.0
225000,0.0,12394,0.0,0,847,847,886,1733,0,2,1,7,1,433,100,48,RL,None,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,None,None,WD,Family,60,7,5,18,18,18.0,18.0
139500,60.0,9900,0.0,0,778,944,545,1489,0,2,0,7,1,240,335,0,RL,None,Reg,Lvl,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,Gable,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,GdWo,None,WD,Normal,50,6,7,81,71,81.0,76.0
232600,81.0,11216,0.0,0,1489,1489,0,1489,0,2,0,7,1,776,0,140,FV,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,New,Partial,20,8,5,15,15,15.0,15.0
109500,50.0,6130,0.0,784,784,784,0,784,1,1,0,5,0,0,0,0,RM,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Unf,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,None,None,None,None,None,Y,None,None,WD,Normal,45,5,6,97,71,0.0,84.0
189000,65.0,8529,0.0,20,1454,1434,0,1434,0,2,0,6,1,527,290,39,RL,None,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,20,7,5,20,20,20.0,20.0
147400,24.0,2544,0.0,0,600,520,623,1223,0,2,1,4,0,480,0,166,FV,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,RFn,TA,TA,Y,None,None,WD,Normal,160,7,5,16,16,16.0,16.0
151000,30.0,3180,0.0,0,600,520,600,1200,0,2,1,4,0,480,0,166,FV,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,Gable,MetalSd,MetalSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,RFn,TA,TA,Y,None,None,WD,Normal,160,7,5,16,16,16.0,16.0
237000,44.0,9548,223.0,483,941,941,888,1829,1,2,1,7,1,613,192,39,RL,None,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,60,7,6,18,18,18.0,18.0
167000,100.0,10004,180.0,196,1516,1516,0,1516,0,1,1,6,0,472,0,0,RL,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,BLQ,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,20,6,6,57,57,57.0,57.0
139950,75.0,7875,136.0,572,1144,1144,0,1144,1,1,0,6,0,456,0,0,RL,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,GdWo,None,WD,Normal,20,5,6,60,60,60.0,60.0
128000,60.0,9600,0.0,442,1067,1067,0,1067,0,2,0,4,0,436,290,0,RL,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Gable,VinylSd,HdBoard,None,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,Gd,Min2,None,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,20,4,7,71,26,25.0,48.5
100000,21.0,1680,158.0,330,483,483,504,987,1,1,1,5,0,264,0,0,RM,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,160,6,5,48,48,48.0,48.0
144000,75.0,9525,0.0,0,1099,1099,0,1099,0,1,1,6,0,352,278,0,RL,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,20,5,6,26,15,22.0,20.5
130500,70.0,11767,0.0,352,768,768,432,1200,0,1,0,6,0,240,0,0,RL,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,50,5,6,75,26,75.0,50.5
157500,60.0,10440,0.0,0,650,958,581,1539,0,2,0,8,1,686,70,78,RM,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,Gable,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Po,Detchd,Unf,Gd,TA,P,None,None,WD,Normal,70,5,8,117,19,38.0,68.0
141000,80.0,8000,0.0,0,1800,1800,0,1800,0,2,0,10,0,0,0,0,RL,None,Reg,Lvl,Corner,Gtl,NAmes,Artery,Duplex,1Story,Gable,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,N,SBrkr,TA,Typ,None,None,None,None,None,Y,None,None,WD,Normal,90,5,4,60,60,0.0,60.0
153900,100.0,12665,0.0,0,876,876,540,1416,0,1,1,7,1,720,418,0,RM,Grvl,IR1,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,50,5,8,106,71,72.0,88.5
171000,0.0,16647,0.0,1390,1390,1701,0,1701,1,2,0,6,2,611,0,0,RL,None,IR1,Lvl,CulDSac,Gtl,Sawyer,RRAe,1Fam,SFoyer,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Min2,TA,Basment,Fin,TA,TA,Y,None,None,WD,Normal,85,5,5,46,40,46.0,43.0
213000,75.0,9317,137.0,513,740,1006,769,1775,1,2,1,7,1,425,234,72,RL,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,60,7,5,28,28,28.0,28.0
133500,36.0,15523,0.0,460,864,864,0,864,1,1,0,5,1,338,0,0,RL,None,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,Gable,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Fa,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,20,5,6,49,49,49.0,49.0
187000,80.0,9600,360.0,0,528,1094,761,1855,0,2,1,7,1,512,113,100,RL,None,Reg,Lvl,FR2,Gtl,Veenker,Feedr,1Fam,SLvl,Hip,Plywood,Plywood,BrkFace,Gd,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,80,6,7,45,27,45.0,36.0
131500,36.0,4435,170.0,659,848,848,0,848,1,1,0,3,0,420,140,0,RM,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,120,6,5,18,18,18.0,18.0
215000,0.0,3196,40.0,0,1273,1456,0,1456,0,2,0,7,1,400,143,20,RL,None,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,120,8,5,18,18,18.0,18.0
164000,53.0,7128,0.0,364,918,918,728,1646,0,2,0,7,2,240,0,0,RL,None,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2.5Unf,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,MnPrv,None,WD,Normal,75,7,5,80,71,80.0,75.5
158000,0.0,12095,115.0,564,1127,1445,0,1445,0,1,1,7,1,645,180,0,RL,None,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,SLvl,Gable,MetalSd,HdBoard,BrkFace,TA,Gd,CBlock,TA,TA,Gd,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,RFn,TA,TA,Y,MnPrv,None,WD,Normal,80,6,6,57,57,57.0,57.0
127000,0.0,6897,0.0,659,1040,1040,0,1040,1,1,1,6,0,260,0,104,RL,None,IR1,Lvl,Corner,Gtl,Sawyer,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,20,5,8,59,11,59.0,35.0
