SalePrice,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,MiscVal,MSZoning,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,Fence,MiscFeature,SaleType,SaleCondition,MSSubClass,OverallQual,OverallCond,House_Age,Remod_Age,Garage_Age
320000,86.0,13286,340.0,1234,464,1698,1698,0,1698,1,2,0,3,8,1,3,768,327,64,0,RL,None,IR1,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,Hip,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,20,9,5,14,13,14.0
120500,60.0,6960,0.0,375,250,864,864,0,864,0,1,0,3,5,0,2,660,96,0,500,RL,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,TA,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,None,Shed,WD,Normal,20,4,6,51,0,32.0
194500,64.0,7314,82.0,724,508,1232,1232,0,1232,1,2,0,2,6,0,2,632,132,0,0,RL,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,20,7,5,14,0,14.0
110000,85.0,11475,95.0,0,1584,1584,1776,0,1776,1,2,0,4,9,0,3,888,0,25,0,RL,None,Reg,Lvl,Corner,Gtl,NAmes,Norm,Duplex,1Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,COD,Abnorml,90,5,5,63,0,53.0
236500,39.0,5389,0.0,1180,415,1595,1616,0,1616,1,2,0,2,5,1,2,608,237,152,0,RL,None,IR1,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,Gable,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,120,8,5,26,25,26.0
187500,73.0,9590,442.0,786,82,868,1146,0,1146,1,2,0,3,6,1,2,438,160,22,0,RL,None,IR1,Lvl,Corner,Gtl,Timber,Norm,1Fam,SLvl,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,80,7,5,18,0,18.0
222500,75.0,11404,202.0,252,901,1153,1153,878,2031,0,2,1,3,8,1,2,541,192,84,0,RL,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,60,7,5,23,22,23.0
131400,80.0,10000,0.0,594,270,864,1144,0,1144,1,1,0,3,6,1,1,264,165,0,400,RL,None,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,1Fam,1Story,Hip,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,GdWo,Shed,WD,Normal,20,5,6,60,38,60.0
108000,0.0,8978,0.0,0,948,948,948,0,948,0,1,0,3,6,0,1,300,147,0,0,RL,None,IR1,Lvl,Corner,Gtl,Sawyer,Norm,1Fam,1Story,Gable,Plywood,Plywood,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,WD,Family,20,5,5,53,0,53.0
93500,60.0,8544,0.0,0,0,0,1040,0,1040,0,2,0,2,6,0,2,400,0,0,0,RL,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Duplex,1Story,Gable,Stucco,Stone,None,TA,TA,CBlock,None,None,None,None,None,GasA,Gd,N,FuseF,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,90,3,4,71,0,72.0
239900,72.0,10463,0.0,0,893,893,901,900,1801,0,2,1,3,8,1,3,800,0,116,0,RL,None,IR1,HLS,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,60,8,5,16,0,16.0
179000,60.0,10800,0.0,1200,0,1200,1200,0,1200,3,3,0,3,5,0,0,0,120,0,0,RL,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Duplex,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,Gd,Gd,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,None,None,None,None,Y,None,None,WD,Alloca,90,5,5,34,33,0.0
190000,65.0,9313,0.0,0,864,864,864,864,1728,0,2,1,3,7,0,2,572,187,56,0,RL,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,60,7,5,17,0,17.0
132000,60.0,9600,0.0,0,264,264,768,664,1432,0,2,0,2,7,0,2,360,270,0,0,RM,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,Gable,Wd Sdng,Wd Shng,None,TA,Gd,BrkTil,Fa,Fa,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,Gd,Y,GdPrv,None,WD,Abnorml,70,5,7,111,19,111.0
142000,65.0,6768,0.0,832,80,912,912,0,912,1,1,0,3,5,0,1,288,168,0,0,RL,None,IR1,Lvl,Inside,Gtl,Sawyer,Feedr,1Fam,1Story,Hip,HdBoard,HdBoard,None,TA,Gd,CBlock,TA,TA,Mn,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,GdPrv,None,WD,Normal,20,6,8,60,25,59.0
179000,65.0,8450,108.0,0,1349,1349,1349,0,1349,0,2,0,3,6,0,2,539,120,55,0,RL,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,GdPrv,None,WD,Normal,20,7,5,21,20,21.0
175000,70.0,12886,0.0,444,76,520,1464,0,1464,0,2,0,3,6,1,2,480,302,0,0,RL,None,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,SLvl,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Min2,TA,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,80,5,6,58,22,24.0
236000,0.0,8795,0.0,300,652,952,980,1276,2256,0,2,1,4,8,1,2,554,224,54,0,RL,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,None,None,WD,Normal,60,7,5,21,0,21.0
260400,59.0,10593,338.0,919,801,1720,1720,0,1720,1,2,0,3,7,1,2,527,240,56,0,RL,None,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,20,7,5,25,0,25.0
98000,50.0,8405,0.0,0,0,0,1088,441,1529,0,2,0,4,9,0,1,240,92,0,0,RL,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,Gable,WdShing,Wd Shng,None,TA,TA,Slab,None,None,None,None,None,Wall,TA,N,FuseF,TA,Mod,None,Detchd,Unf,TA,TA,N,None,None,WD,Normal,50,4,3,76,71,76.0
96500,55.0,8800,0.0,0,576,576,792,348,1140,0,1,0,3,7,0,0,0,0,160,0,RM,Grvl,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Min2,None,None,None,None,None,N,None,None,WD,Normal,50,4,7,111,17,0.0
162000,0.0,7750,0.0,0,660,660,660,660,1320,0,2,1,3,6,0,2,400,0,48,0,RL,None,Reg,Lvl,Inside,Gtl,Gilbert,RRAn,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,60,7,5,18,0,18.0
217000,79.0,9236,0.0,1200,279,1479,1494,0,1494,1,2,0,3,6,0,2,576,168,27,0,RL,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,20,6,5,24,0,24.0
275500,80.0,10240,178.0,0,1030,1030,1038,1060,2098,0,2,1,3,8,1,3,878,192,52,0,RL,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,60,8,5,16,0,16.0
156000,61.0,7930,0.0,439,115,1026,1026,0,1026,1,1,0,3,5,0,2,440,171,48,0,RL,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,GLQ,LwQ,GasA,Gd,Y,SBrkr,Gd,Typ,None,Detchd,RFn,TA,TA,Y,None,None,WD,Normal,20,6,8,52,16,52.0
212000,68.0,10769,0.0,20,846,866,866,902,1768,0,2,1,3,7,0,2,578,144,105,0,RL,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,60,8,5,14,0,14.0
158900,0.0,11616,328.0,438,234,672,672,714,1386,0,2,1,3,6,1,2,440,335,0,0,RL,None,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,1Fam,2Story,Hip,HdBoard,HdBoard,BrkCmn,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,GdPrv,None,WD,Abnorml,60,6,5,43,0,43.0
179400,24.0,2280,360.0,549,195,744,757,744,1501,0,2,1,3,6,0,2,440,0,0,0,FV,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,Gable,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,160,7,5,22,0,22.0
290000,65.0,12257,513.0,56,1198,1318,1328,1203,2531,0,2,1,4,9,1,3,752,222,98,0,RL,None,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,LwQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,60,8,5,26,0,26.0
127500,70.0,9100,0.0,612,252,864,864,0,864,0,1,0,2,5,0,1,300,0,0,450,RL,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,Ex,Ex,Y,None,Shed,WD,Normal,20,6,6,62,0,13.0
100000,60.0,6911,0.0,405,740,1145,1301,0,1301,0,1,0,2,5,0,2,440,0,0,0,RM,None,Reg,Lvl,FR2,Gtl,BrkSide,Feedr,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,Mn,LwQ,Unf,GasA,TA,Y,SBrkr,Fa,Min1,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,30,5,5,97,71,56.0
215200,72.0,8640,0.0,24,732,756,764,783,1547,0,2,1,3,7,0,2,614,169,45,0,FV,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Unf,TA,TA,Y,None,None,Con,Normal,60,7,5,12,0,12.0
264132,75.0,14587,284.0,0,1498,1498,1506,0,1506,0,2,0,2,6,1,2,592,0,174,0,RL,None,IR1,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,New,Partial,20,9,5,13,0,13.0
196500,80.0,10421,42.0,394,586,980,980,734,1714,0,2,1,3,7,1,2,496,228,66,500,RL,None,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,MnPrv,Shed,WD,Normal,60,7,5,33,0,33.0
160000,75.0,12508,0.0,660,323,983,983,767,1750,1,2,0,4,7,0,1,423,245,0,1300,RL,None,IR1,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1.5Fin,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,Mn,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Mod,None,Attchd,Unf,TA,TA,Y,None,Shed,WD,Normal,50,6,7,81,36,32.0
216837,70.0,9100,0.0,24,1836,1860,1836,0,1836,0,2,0,3,8,1,2,484,120,33,0,RL,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,20,7,5,17,16,17.0
134900,0.0,7252,0.0,685,173,858,858,0,858,1,1,0,2,5,0,2,576,120,0,0,RL,None,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,1Fam,SFoyer,Hip,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,85,5,5,39,0,38.0
102000,67.0,8877,0.0,836,0,836,1220,0,1220,0,1,0,2,6,0,2,396,0,0,0,RL,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Fa,Fa,No,LwQ,Unf,GasA,TA,Y,FuseF,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,COD,Normal,20,4,5,70,0,70.0
107000,94.0,7819,0.0,422,480,1029,1117,0,1117,1,1,0,3,6,1,2,672,144,0,0,RL,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,SLvl,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Av,ALQ,BLQ,GasA,TA,Y,SBrkr,TA,Typ,TA,Detchd,Unf,TA,TA,Y,MnPrv,None,WD,Abnorml,80,6,5,45,0,45.0
114500,70.0,10150,1.0,456,456,912,912,0,912,0,1,0,2,5,0,1,275,0,0,0,RL,None,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,FuseA,TA,Typ,None,Attchd,RFn,TA,TA,Y,None,None,COD,Normal,20,5,5,63,0,63.0
221500,86.0,11210,240.0,20,1594,1614,1614,0,1614,0,2,0,3,7,0,3,865,144,59,0,RL,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,New,Partial,20,7,5,16,15,16.0
142500,100.0,13350,0.0,762,102,864,894,0,894,1,1,0,3,5,1,2,440,241,0,0,RL,None,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Hip,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,Unf,TA,TA,Y,MnPrv,None,WD,Normal,20,5,5,47,0,47.0
144000,60.0,8400,320.0,0,0,0,2020,0,2020,0,2,0,4,10,2,2,630,0,0,0,RH,None,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Duplex,1Story,Gable,Plywood,Plywood,BrkFace,TA,TA,Slab,None,None,None,None,None,GasA,TA,Y,SBrkr,TA,Typ,TA,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,90,5,5,44,0,44.0
135000,78.0,10530,90.0,975,0,975,1004,0,1004,1,1,0,2,4,0,2,504,0,0,0,RL,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Duplex,SFoyer,Gable,Plywood,ImStucc,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,90,6,5,44,0,44.0
176000,63.0,7875,38.0,0,1237,1237,1253,0,1253,0,2,0,3,6,1,2,402,220,21,0,RL,None,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,Gd,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,20,7,5,26,25,26.0
175900,65.0,7153,0.0,387,374,761,810,793,1603,0,2,1,3,7,0,2,484,0,124,0,RL,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,60,6,5,29,0,29.0
187100,67.0,16285,0.0,0,1413,1413,1430,0,1430,0,2,0,3,6,0,2,605,0,33,0,RL,None,IR2,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,20,7,5,20,19,20.0
165500,0.0,9101,104.0,1097,0,1097,1110,0,1110,1,1,0,1,4,1,2,602,303,30,0,RL,None,IR1,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,SFoyer,Gable,Plywood,Plywood,BrkFace,TA,Gd,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,85,5,6,43,0,43.0
139000,60.0,10800,0.0,686,0,686,966,686,1652,1,2,0,4,7,0,1,416,0,0,1200,RM,None,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,Gd,PConc,Fa,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,Shed,WD,Normal,50,5,6,106,71,60.0
233000,76.0,10142,0.0,656,300,956,956,1128,2084,1,2,1,4,8,0,2,618,0,45,0,RL,None,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,BuiltIn,RFn,TA,TA,Y,None,None,WD,Normal,60,7,5,17,0,17.0
107900,50.0,6000,0.0,0,901,901,901,0,901,0,1,0,2,4,0,1,281,0,0,0,RM,None,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,Fa,TA,Y,None,None,WD,Normal,20,4,7,67,21,67.0
187500,0.0,12205,157.0,568,264,832,976,1111,2087,0,2,1,5,9,0,2,444,133,168,0,RL,None,IR1,Low,Inside,Gtl,ClearCr,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,Fa,Gd,LwQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,None,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,60,6,8,55,14,55.0
160200,43.0,3182,11.0,16,1129,1145,1145,0,1145,0,2,0,2,5,1,2,397,100,16,0,RL,None,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,120,7,5,16,15,16.0
146800,0.0,11333,0.0,539,490,1029,1062,0,1062,1,1,0,3,5,2,2,539,120,0,0,RL,None,IR1,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,SLvl,Gable,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,80,6,5,45,0,45.0
269790,92.0,9920,0.0,862,255,1117,1127,886,2013,1,2,1,3,8,1,2,455,180,130,0,RL,None,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,1Fam,2Story,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,60,7,5,25,24,24.0
225000,76.0,9158,140.0,0,1496,1496,1496,0,1496,0,2,0,3,7,0,2,474,168,130,0,RL,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Fin,TA,TA,Y,None,None,New,Partial,20,8,5,14,0,14.0
194500,0.0,10832,0.0,0,712,712,1086,809,1895,0,2,1,3,7,1,2,409,143,46,500,RL,None,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,Shed,WD,Normal,60,7,5,27,25,27.0
143500,71.0,8197,148.0,0,660,660,1285,0,1285,0,1,1,3,7,1,2,528,138,0,0,RL,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,MnPrv,None,WD,Normal,20,6,5,44,0,44.0
110000,57.0,7677,0.0,570,203,773,773,0,773,0,1,0,2,4,0,1,240,0,0,0,RL,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,WD,Abnorml,20,5,5,68,0,68.0
200000,79.0,12798,0.0,462,154,616,616,1072,1688,1,2,1,4,8,0,2,603,403,114,400,RL,None,IR1,HLS,Inside,Mod,ClearCr,Feedr,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,Shed,WD,Normal,60,6,5,24,0,24.0
109900,40.0,4800,0.0,197,999,1196,1196,0,1196,1,1,0,2,5,0,2,440,0,0,0,RM,None,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Ex,Y,FuseA,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,30,4,7,105,31,64.0
189000,63.0,8199,0.0,648,80,728,728,728,1456,1,2,1,3,7,1,2,410,36,18,0,RL,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,WdShing,Wd Shng,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,60,7,5,16,0,16.0
118000,75.0,9000,0.0,812,124,936,1128,0,1128,0,1,0,2,5,0,1,286,0,0,0,RL,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Min1,None,Attchd,Unf,TA,TA,Y,GdWo,None,WD,Family,20,5,5,67,0,67.0
227680,91.0,12274,256.0,0,1417,1417,1428,0,1428,0,2,0,3,6,0,2,554,0,60,0,RL,None,IR1,Lvl,FR2,Gtl,Somerst,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,None,Attchd,RFn,TA,TA,Y,None,None,New,Partial,20,7,5,13,0,13.0
